Player Name,OVR,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICALITY,Position,Age,Foot,Height,League,Nation,Team,Weight
Klaus,66,40,27,40,36,68,70,CB,29,Right,18,1A Pro League,Brazil,RWD Molenbeek,79
Philipp Klewin,66,66,63,60,65,41,68,GK,30,Right,19,3. Liga,Germany,VfB Lübeck,86
Harvey Knibbs,66,73,63,61,65,48,72,CAM,24,Right,18,EFL League One,England,Reading,71
Yuki Kobayashi,66,68,39,58,58,66,67,CB,23,Left,18,cinch Prem,Japan,Celtic,75
Luca Warrick Koleosho,66,85,59,55,73,30,47,LM,19,Right,17,Premier League,Italy,Burnley,67
Dimitrios Kolovetsios,66,52,33,50,50,68,71,CB,32,Left,18,Trendyol Süper Lig,Greece,Kayserispor,77
Gilbert Koomson,66,85,60,60,67,37,62,RW,29,Right,18,Eliteserien,Ghana,Sandefjord,69
Peer Koopmeiners,66,67,42,62,60,63,70,CDM,23,Right,18,Eredivisie,Holland,Almere City FC,78
Patrick Koronkiewicz,66,83,61,61,63,58,73,RWB,32,Right,18,3. Liga,Germany,Viktoria Köln,77
Luka Krajnc,66,60,32,50,59,65,74,CB,29,Left,18,Serie BKT,Slovenia,Catanzaro,86
Joris Kramer,66,51,36,41,52,66,72,CB,27,Left,18,Eredivisie,Holland,Go Ahead Eagles,76
Blaž Kramer,66,73,65,54,63,36,69,ST,27,Right,19,PKO BP Ekstraklasa,Slovenia,Legia Warszawa,87
Bledian Krasniqi,66,71,59,65,70,56,59,CM,22,Right,17,CSSL,Switzerland,FC Zürich,68
Anton Krešić,66,56,38,40,39,66,74,CB,27,Right,19,SUPERLIGA,Croatia,CFR 1907 Cluj,83
Dmytro Kryskiv,66,67,49,65,62,45,41,CM,23,Right,18,Ukrayina Liha,Ukraine,Shakhtar Donetsk,58
Lukas Kunze,66,68,62,60,62,60,74,CM,25,Right,18,Bundesliga 2,Germany,VfL Osnabrück,78
Rafał Kurzawa,66,52,65,69,66,61,58,LM,30,Left,18,PKO BP Ekstraklasa,Poland,Pogoń Szczecin,73
Stefan Kutschke,66,55,67,45,53,39,83,ST,35,Right,19,3. Liga,Germany,Dynamo Dresden,95
Kwon Hyeok Kyu,66,69,48,59,60,60,83,CDM,22,Right,18,cinch Prem,Korea Republic,Celtic,75
Jakub Łabojko,66,71,48,60,63,65,69,CDM,26,Right,17,Serie BKT,Poland,Ternana,78
Gustaf Lagerbielke,66,57,28,47,59,66,65,CB,23,Right,19,cinch Prem,Sweden,Celtic,83
Fynn Lakenmacher,66,74,65,49,62,30,76,ST,23,Right,18,3. Liga,Germany,1860 München,92
Eugenio Lamanna,66,64,64,60,68,31,65,GK,34,Right,18,Serie A TIM,Italy,Monza,80
Macaulay Langstaff,66,81,65,52,65,32,65,ST,26,Right,17,EFL League Two,England,Notts County,70
Eric Lanini,66,68,66,51,68,24,62,ST,29,Right,18,Serie BKT,Italy,Reggiana,75
Lassi Lappalainen,66,86,59,58,65,53,61,LM,25,Right,18,MLS,Finland,CF Montréal,76
Enzo Larrosa,66,54,66,51,62,25,65,ST,22,Left,18,LPF,Uruguay,Godoy Cruz,75
Japhet Sery Larsen,66,78,41,56,62,64,74,CB,23,Right,18,Eliteserien,Denmark,SK Brann,78
Mads Lauritsen,66,42,42,49,47,66,75,CB,30,Right,19,3F Superliga,Denmark,Viborg FF,88
Joaquín Lavega,66,80,60,61,66,26,46,LM,18,Left,17,Sudamericana,Uruguay,River Plate,71
Jamie Lawrence,66,63,26,48,41,67,75,CB,21,Right,20,Bundesliga 2,Germany,1. FC Magdeburg,84
David Lazar,66,65,67,66,67,54,65,GK,32,Right,18,SUPERLIGA,Romania,Univ. Craiova,75
Matías Lazo,66,63,28,43,43,69,63,CB,20,Right,17,Libertadores,Peru,FBC Melgar,67
Florian Le Joncour,66,45,38,37,40,68,74,CB,28,Left,19,1A Pro League,France,RWD Molenbeek,86
Luke Le Roux,66,75,50,61,67,59,72,CDM,23,Right,18,Eredivisie,South Africa,FC Volendam,70
Orest Lebedenko,66,71,44,57,57,62,51,LB,25,Left,17,Liga Portugal,Ukraine,FC Vizela,70
Lee Ju Yong,66,80,58,57,65,58,69,LWB,31,Left,18,K League 1,Korea Republic,Jeju United,78
Kelvin Leerdam,66,68,49,62,64,63,70,RB,33,Right,17,MLS,Suriname,LA Galaxy,70
Mateusz Łęgowski,66,71,56,64,67,61,70,CDM,20,Right,18,Serie A TIM,Poland,Salernitana,81
Julian Lelieveld,66,65,44,62,62,62,67,RB,26,Right,17,Eredivisie,Holland,RKC Waalwijk,69
Nunzio Lella,66,75,55,61,65,62,74,CM,23,Right,18,Serie BKT,Italy,Venezia,75
Tim Lemperle,66,70,63,59,69,32,59,RM,21,Right,18,Bundesliga 2,Germany,Fürth,78
Enzo Leopold,66,68,54,65,68,56,56,CM,23,Right,17,Bundesliga 2,Germany,Hannover 96,74
Janou Levels,66,70,26,60,64,61,56,LB,23,Left,16,GPFBL,Holland,Leverkusen,56
Kevin Lewis,66,69,57,62,66,61,65,LB,24,Left,17,Sudamericana,Uruguay,Danubio,73
Jonathan Lewis,66,77,65,59,72,29,57,CF,26,Right,17,MLS,United States,Colorado Rapids,68
Li Ang,66,56,58,61,56,63,80,CB,30,Left,18,CSL,China PR,Shanghai Port,88
Bryan Limbombe,66,82,57,60,69,33,59,LW,22,Right,17,Eredivisie,Belgium,Heracles Almelo,73
Jaylin Lindsey,66,79,44,57,62,61,72,RB,23,Right,17,MLS,United States,Charlotte FC,88
Evert Linthorst,66,64,60,61,66,61,75,CM,23,Right,18,Eredivisie,Holland,Go Ahead Eagles,82
Marcin Listkowski,66,77,60,62,71,48,64,CF,25,Right,17,Serie A TIM,Poland,Lecce,68
Liu Yang,66,81,53,56,65,62,70,LB,28,Left,18,CSL,China PR,Shandong Taishan,75
Percy Liza,66,73,65,60,70,40,65,ST,23,Left,18,Libertadores,Peru,Sporting Cristal,86
Ivan Ljubić,66,60,64,63,68,65,72,CM,27,Right,18,Ö. Bundesliga,Austria,LASK,82
Lenny Lobato,66,81,67,55,71,31,56,LM,22,Left,17,LPF,Brazil,Vélez Sarsfield,71
Lobete,66,69,64,55,68,23,56,ST,23,Right,18,LALIGA HYPERMOTION,Spain,FC Andorra,72
Niklas Lomb,66,68,58,64,70,38,63,GK,30,Right,18,Bundesliga,Germany,Leverkusen,85
Enzo Lombardo,66,80,61,59,71,35,45,LM,26,Right,17,LALIGA HYPERMOTION,France,SD Huesca,69
Ryan Longman,66,78,65,59,68,51,71,LW,23,Right,18,EFL Championship,England,Millwall,80
Nigel Lonwijk,66,61,35,44,49,65,72,CB,21,Right,19,CSSL,Holland,Grasshopper Club,74
Roberto Lopes,66,47,29,46,51,67,75,CB,31,Right,18,SSE Airtricity PD,Cape Verde Islands,Shamrock Rovers,83
Fran Manzanara,66,64,50,58,64,65,65,CDM,27,Right,18,LALIGA HYPERMOTION,Spain,Racing de Ferrol,72
Sayfallah Ltaief,66,85,58,59,71,31,62,LM,23,Right,17,CSSL,Tunisia,FC Winterthur,77
Williams Lugo,66,61,59,65,64,62,65,CAM,27,Left,17,Sudamericana,Venezuela,Puerto Cabello,68
Jakub Łukowski,66,80,65,60,68,35,60,RM,27,Right,17,PKO BP Ekstraklasa,Poland,Korona Kielce,74
Daniel Luna,66,68,57,58,65,33,44,CAM,20,Left,17,LALIGA EA SPORTS,Colombia,RCD Mallorca,66
Julian Faye Lund,66,66,64,65,69,45,65,GK,24,Right,18,Eliteserien,Norway,FK Bodø/Glimt,80
Valgeir Lunddal,66,70,31,49,54,63,78,RB,22,Right,19,Allsvenskan,Iceland,BK Häcken,82
Adam Lundqvist,66,67,52,63,62,63,58,LB,29,Left,17,MLS,Sweden,Austin FC,65
Rafael Lutiger,66,60,40,47,45,68,72,CB,22,Left,18,Libertadores,Peru,Sporting Cristal,79
Thierry Lutonda,66,82,31,57,66,59,59,LB,23,Left,16,Eredivisie,Belgium,RKC Waalwijk,65
Jay Lynch,66,66,64,62,65,41,65,GK,30,Right,18,EFL League One,England,Fleetwood Town,82
Luís Mata,66,74,35,58,64,62,58,LB,26,Left,18,PKO BP Ekstraklasa,Portugal,Zagłębie Lubin,70
Ignacio Maestro Puch,66,67,66,50,64,23,65,ST,20,Right,17,LPF,Argentina,Atlético Tucumán,77
Abdussalam Magashy,66,79,60,61,68,60,77,CAM,25,Right,17,Allsvenskan,Nigeria,AIK,74
Sean Maguire,66,82,62,56,70,36,61,ST,29,Right,17,EFL League One,Republic of Ireland,Carlisle United,75
Jack Maher,66,56,24,49,51,67,69,CB,24,Right,19,MLS,United States,Nashville SC,80
Sebastian Mai,66,42,57,44,48,63,83,CB,30,Right,19,3. Liga,Germany,MSV Duisburg,91
Lars Lukas Mai,66,54,32,47,48,65,75,CB,23,Right,18,CSSL,Germany,FC Lugano,87
Christian Makoun,66,64,43,60,58,65,74,CB,23,Left,18,MLS,Venezuela,New England,75
Cebrail Makreckis,66,71,57,59,73,49,55,CAM,23,Right,18,Magyar Liga,Latvia,Ferencvárosi TC,71
Daniel Maldini,66,70,61,64,69,39,51,CAM,22,Right,18,Serie A TIM,Italy,Empoli,66
Joël Mall,66,68,61,61,73,44,62,GK,32,Right,19,CSSL,Cyprus,Servette FC,91
Streli Mamba,66,92,62,45,66,26,66,ST,29,Right,17,CSL,Germany,Dalian Pro,75
Juan Mancín,66,69,62,67,69,52,70,RW,23,Right,16,Libertadores,Venezuela,Metropolitanos,61
Roger Manrique,66,62,38,53,52,64,61,LB,24,Left,18,Sudamericana,Venezuela,Caracas F.C.,70
Brian Mansilla,66,73,61,60,68,47,59,LM,21,Left,17,Sudamericana,Uruguay,Peñarol,75
César Lobi Manzoki,66,69,67,38,62,20,64,ST,27,Right,18,CSL,Central African Republic,Dalian Pro,82
JT Marcinkowski,66,67,63,69,68,22,66,GK,26,Right,18,MLS,United States,SJ Earthquakes,82
Jack Marriott,66,80,65,51,67,26,64,ST,29,Right,17,EFL League One,England,Fleetwood Town,71
Luca Marseiler,66,81,58,58,68,35,57,LM,26,Right,17,3. Liga,Germany,Viktoria Köln,68
Ronaldo Martínez,66,72,66,47,65,20,55,ST,27,Right,17,LPF,Paraguay,Platense,71
Miguel Ángel Martínez,66,67,66,64,63,23,65,GK,25,Right,18,Libertadores,Paraguay,Cerro Porteño,79
Fernando Martínez,66,55,53,54,63,66,68,CDM,29,Right,17,LPF,Paraguay,Sarmiento,67
Felipe,66,47,64,69,67,59,70,CDM,33,Right,17,MLS,Brazil,Orlando City,69
Javi Martón,66,57,70,50,64,25,53,ST,24,Right,18,LALIGA HYPERMOTION,Spain,CD Mirandés,72
Gaetano Masucci,66,70,65,59,71,30,48,ST,39,Right,17,Serie BKT,Italy,Pisa,72
Alexandru Mățan,66,86,58,65,72,36,50,CF,24,Right,16,MLS,Romania,Columbus Crew,61
Cosmin Matei,66,62,64,66,67,54,60,CAM,32,Right,17,SUPERLIGA,Romania,Sepsi OSK,70
Alexandru Mateiu,66,62,64,64,68,61,70,CDM,34,Right,17,SUPERLIGA,Romania,Univ. Craiova,74
Marcus Mathisen,66,54,50,58,61,64,80,CB,27,Right,18,Bundesliga 2,Denmark,Wehen Wiesbaden,79
Anthony Matos,66,49,27,43,42,67,66,CB,28,Right,18,Sudamericana,Venezuela,Est. de Mérida,77
José Mauri,66,59,55,68,70,63,50,CM,27,Right,16,LPF,Italy,Sarmiento,68
Adrian Mazilu,66,79,64,57,68,35,55,RW,18,Left,18,SUPERLIGA,Romania,Farul Constanța,72
Amadou Mbengue,66,79,31,46,54,66,68,CB,21,Right,18,EFL League One,Senegal,Reading,75
John McCarthy,66,67,66,60,68,35,65,GK,31,Right,19,MLS,United States,LAFC,82
Josh McEachran,66,52,51,67,67,62,54,CDM,30,Left,17,EFL League One,England,Oxford United,65
Yaimar Medina,66,91,52,58,62,55,58,LWB,19,Left,17,Libertadores,Ecuador,Independiente DV,70
Joshua Mees,66,71,63,63,69,21,55,LW,27,Right,18,Bundesliga 2,Germany,Holstein Kiel,73
Marcel Mehlem,66,75,55,62,67,63,73,CM,28,Right,17,3. Liga,Germany,SC Verl,72
Jonathan Meier,66,73,44,58,63,60,64,LB,24,Left,18,3. Liga,Germany,Dynamo Dresden,75
Thomas Meißner,66,60,38,44,49,66,72,CB,32,Right,19,Bundesliga 2,Germany,Hansa Rostock,82
Robin Meißner,66,68,67,44,63,23,69,ST,24,Right,18,3. Liga,Germany,Dynamo Dresden,78
Tim Melia,66,66,66,65,65,37,67,GK,37,Right,18,MLS,United States,Sporting KC,87
Víctor Mendoza,66,66,68,65,66,31,63,GK,29,Left,19,Libertadores,Ecuador,Barcelona SC,90
Mehdi Merghem,66,72,63,63,68,48,67,RM,26,Left,18,Ligue 2 BKT,France,En Avant Guingamp,75
David Miculescu,66,69,63,61,67,43,70,RW,22,Left,18,SUPERLIGA,Romania,FCSB,83
Jorge Mier,66,76,41,60,64,61,62,RB,24,Right,17,LALIGA HYPERMOTION,Spain,SD Amorebieta,65
Javi Mier,66,71,64,66,68,63,67,CM,24,Right,17,LALIGA HYPERMOTION,Spain,SD Huesca,69
Alex Mighten,66,79,54,56,73,27,48,LW,21,Right,17,1A Pro League,England,KV Kortrijk,70
Daniel Mikić,66,82,26,42,54,68,68,CB,31,Right,18,3. Liga,Germany,SC Verl,75
Juan Millán,66,69,46,56,62,62,68,CDM,22,Right,18,Sudamericana,Uruguay,Danubio,70
Sota Mino,66,64,47,59,57,60,77,CDM,29,Right,18,SUPERLIGA,Japan,FC Hermannstadt,78
Leonardo Rocha,66,55,65,49,62,21,66,ST,26,Right,20,PKO BP Ekstraklasa,Portugal,Radomiak Radom,72
Damon Mirani,66,57,31,47,53,65,74,CB,27,Left,18,Eredivisie,Holland,FC Volendam,76
Bogdan Mitrea,66,54,55,56,49,66,74,CB,36,Left,18,SUPERLIGA,Romania,FC Univ. Cluj,79
Kevin Molino,66,69,65,64,68,48,60,LM,33,Right,17,MLS,Trinidad and Tobago,Columbus Crew,70
Nacho Monsalve,66,55,31,51,53,67,68,CB,29,Right,18,PKO BP Ekstraklasa,Spain,ŁKS Łódź,74
Juan Montenegro,66,78,60,61,64,24,57,RM,26,Right,16,Sudamericana,Bolivia,Guabirá,65
Jefferson Montero,66,77,63,64,69,30,53,LW,34,Right,17,Libertadores,Ecuador,Aucas,67
Lucas Monzón,66,70,24,40,41,66,74,CB,22,Left,18,Sudamericana,Brazil,Danubio,78
Tere,66,66,66,62,68,41,61,ST,25,Right,16,Liga F,Andorra,Villarreal CF,57
Pol Moreno,66,57,28,50,40,67,70,CB,29,Right,18,LALIGA HYPERMOTION,Spain,R. Racing Club,80
Dani Morer,66,75,48,62,63,61,62,RB,25,Right,16,Liga Portugal,Spain,FC Famalicão,61
Leandro Morgalla,66,73,37,49,55,67,67,CB,19,Right,18,Ö. Bundesliga,Germany,RB Salzburg,74
Nicolás Morgantini,66,77,50,61,66,61,66,RB,29,Right,17,LPF,Argentina,Platense,70
Aaron Morley,66,68,60,67,64,61,71,CM,23,Right,18,EFL League One,England,Bolton,72
Raúl Moro,66,81,55,61,70,27,34,LW,21,Right,16,LALIGA HYPERMOTION,Spain,R. Valladolid CF,60
Ravel Morrison,66,67,62,67,69,46,53,CAM,30,Right,17,MLS,Jamaica,D.C. United,71
Ariel Mosór,66,66,33,43,48,66,73,CB,20,Right,18,PKO BP Ekstraklasa,Poland,Piast Gliwice,82
Fabián Mosquera,66,58,43,61,56,65,72,CDM,28,Right,17,Sudamericana,Colombia,Deportes Tolima,70
Juan David Mosquera,66,79,52,59,68,58,70,RB,21,Right,18,MLS,Colombia,Portland Timbers,72
Aimen Moueffek,66,67,55,63,70,65,65,CM,22,Right,17,Ligue 2 BKT,France,AS Saint-Étienne,71
Jonathan Moya,66,66,65,53,60,41,68,ST,31,Right,18,Hero ISL,Costa Rica,Hyderabad FC,76
Lionel Mpasi,66,68,65,65,65,45,63,GK,29,Right,18,Ligue 2 BKT,Congo DR,Rodez AF,78
Ernest Muçi,66,79,67,59,69,20,57,ST,22,Right,18,PKO BP Ekstraklasa,Albania,Legia Warszawa,75
Arbnor Mucolli,66,73,59,63,70,52,59,LM,24,Left,17,Allsvenskan,Albania,IFK Göteborg,70
Erwin Mulder,66,66,64,70,68,31,63,GK,34,Right,19,Eredivisie,Holland,Go Ahead Eagles,88
Rodrigo Muñoz,66,64,66,64,61,46,70,GK,41,Left,18,Sudamericana,Uruguay,Guaraní,79
Luis Muñoz,66,63,61,61,60,66,73,CM,26,Right,18,LALIGA HYPERMOTION,Spain,FC Cartagena,76
David Murillo,66,74,37,57,65,60,66,RB,30,Right,17,Libertadores,Colombia,Dep. Pereira,75
Derry John Murkin,66,90,36,54,57,57,72,LWB,24,Left,17,Bundesliga 2,England,FC Schalke 04,69
Anthony Musaba,66,86,63,55,68,24,63,RM,23,Right,18,EFL Championship,Holland,Sheffield Wed,72
Benito,66,74,57,59,68,25,62,LM,25,Left,18,Ukrayina Liha,Nigeria,Dynamo Kyiv,80
Alex Muyl,66,78,59,62,68,62,81,CM,28,Right,18,MLS,United States,Nashville SC,79
Tristan Muyumba,66,70,44,60,65,61,68,CDM,26,Right,16,MLS,France,Atlanta United,60
Moussa N'Diaye,66,76,27,58,71,61,63,LB,21,Left,18,1A Pro League,Senegal,RSC Anderlecht,66
Andrew Nabbout,66,79,66,61,66,47,79,RM,31,Right,17,A-League,Australia,Melbourne City,83
Yuta Nakayama,66,72,47,59,64,65,72,CB,26,Left,18,EFL Championship,Japan,Huddersfield,68
Adi Nalić,66,79,65,58,69,43,70,CAM,26,Right,19,Allsvenskan,Bosnia and Herzegovina,Hammarby IF,83
Gonzalo Nápoli,66,65,59,65,66,63,59,CM,23,Left,17,Libertadores,Uruguay,Liverpool,70
Gian Nardelli,66,66,41,47,50,66,75,CB,23,Right,18,LPF,Argentina,Colón,76
Ivan Näsberg,66,65,35,52,55,65,74,CB,27,Left,18,Hellas Liga,Norway,PAOK FC,88
Álvaro Navarro,66,45,70,51,56,29,65,ST,38,Right,18,Sudamericana,Uruguay,Defensor,79
Lorena Navarro,66,55,69,63,67,34,50,ST,23,Left,15,Liga F,Spain,Real Sociedad,51
Julián Navas,66,70,51,57,63,63,66,RB,30,Right,18,LPF,Argentina,Central Córdoba,76
Basilio Ndong,66,77,38,59,64,61,72,LB,24,Left,17,SUPERLIGA,Equatorial Guinea,Univ. Craiova,73
Alioune Ndour,66,71,64,46,58,28,78,ST,22,Right,18,Liga Portugal,Senegal,Estrela Amadora,78
Ionuț Neagu,66,74,59,62,67,63,67,CDM,34,Right,17,SUPERLIGA,Romania,SC Oțelul Galați,66
John Nelson,66,82,27,48,60,61,62,LB,25,Left,17,MLS,United States,St. Louis CITY SC,73
Jayden Nelson,66,89,58,56,72,48,47,LW,21,Right,17,Eliteserien,Canada,Rosenborg BK,66
Jakob Nerwinski,66,76,30,53,56,64,74,RB,29,Right,18,MLS,United States,St. Louis CITY SC,79
Ruslan Neshcheret,66,66,62,67,69,26,65,GK,21,Right,19,Ukrayina Liha,Ukraine,Dynamo Kyiv,81
Maurice Neubauer,66,69,32,59,62,62,63,LB,27,Left,18,Bundesliga 2,Germany,SV Elversberg,73
João Virgínia,66,68,65,65,69,52,62,GK,24,Left,19,Premier League,Portugal,Everton,84
Courtney Nevin,66,67,43,62,58,65,61,LB,21,Left,16,Barclays WSL,Australia,Leicester City,59
Babacar Niasse,66,74,65,60,69,29,56,GK,26,Right,19,Ligue 2 BKT,Mauritania,En Avant Guingamp,77
Byron Nieto,66,81,49,58,64,59,68,RB,25,Right,18,Sudamericana,Chile,Uni. Católica,73
Miloš Ninković,66,53,63,65,69,48,62,CAM,38,Right,18,A-League,Serbia,WS Wanderers,76
Nikoloz Ninua,66,66,61,66,66,61,66,CM,24,Left,18,Hellas Liga,Georgia,PAOK FC,73
Josh Nisbet,66,72,49,63,68,54,57,CM,24,Right,15,A-League,Australia,Central Coast,58
Beatriz Nogueira,66,71,64,58,72,26,43,LW,19,Right,15,Liga Portugal Feminino,Portugal,SL Benfica,48
Alexander Nollenberger,66,81,60,59,68,39,68,LW,26,Right,18,Bundesliga 2,Germany,1. FC Magdeburg,72
Ollie Norburn,66,70,61,65,66,64,75,CM,31,Right,18,EFL League One,Grenada,Blackpool,82
Osnar Noronha,66,61,69,46,61,20,59,ST,32,Left,18,Sudamericana,Peru,UCV,64
Brooke Norton-Cuffy,66,78,39,56,67,60,70,RB,19,Right,18,EFL Championship,England,Millwall,70
Tijjani Noslin,66,79,62,59,68,42,58,RM,24,Right,17,Eredivisie,Holland,Fortuna Sittard,75
Toto Nsiala,66,64,38,49,48,64,82,CB,31,Right,19,EFL League One,Congo DR,Fleetwood Town,83
Abdul Manaf Nurudeen,66,73,57,58,74,22,64,GK,24,Right,19,1A Pro League,Ghana,KAS Eupen,75
Antonio Nusa,66,86,60,59,76,40,46,RM,18,Right,18,1A Pro League,Norway,Club Brugge,73
Benjamin Nygren,66,68,65,65,67,22,63,ST,22,Left,18,3F Superliga,Sweden,FC Nordsjælland,77
Paulina Nyström,66,72,65,59,67,34,62,LW,23,Right,17,Calcio A Femminile,Sweden,Juventus,69
Jake O'Brien,66,41,33,44,43,65,72,CB,22,Right,19,Ligue 1 Uber Eats,Republic of Ireland,OL,84
Warren O'Hora,66,54,39,51,53,65,78,CB,24,Right,19,EFL League Two,Republic of Ireland,MK Dons,84
Daniel O'Shaughnessy,66,52,39,57,51,66,73,CB,29,Left,19,Bundesliga 2,Finland,Karlsruher SC,84
Johann Obiang,66,85,52,58,65,58,64,LWB,30,Left,17,Ligue 2 BKT,Gabon,Pau FC,64
Jordan Obita,66,65,58,64,64,62,74,LB,30,Left,18,cinch Prem,England,Hibernian,74
Hakeem Odoffin,66,70,50,57,59,65,74,CDM,25,Right,19,EFL Championship,England,Rotherham Utd,81
Mohamed Ofkir,66,84,62,57,67,30,60,LW,27,Right,17,Eliteserien,Norway,Vålerenga Fotball,71
Ebenezer Ofori,66,71,55,61,66,61,69,CDM,28,Left,17,3F Superliga,Ghana,Vejle Boldklub,70
Nathanael Ogbeta,66,80,45,53,66,60,71,LWB,22,Left,18,EFL Championship,England,Swansea City,81
Agustín Ojeda,66,82,54,59,70,39,46,LW,19,Right,16,Libertadores,Argentina,Racing Club,62
Angel Ojeda,66,48,40,60,59,62,67,CDM,31,Right,17,Sudamericana,Peru,Cienciano,73
Bryan Okoh,66,72,31,53,60,61,80,CB,20,Left,18,Ö. Bundesliga,Switzerland,RB Salzburg,91
Arthur Okonkwo,66,64,65,63,66,44,67,GK,22,Right,19,EFL League Two,England,Wrexham AFC,84
Mathias Olesen,66,70,46,62,66,59,68,CM,22,Right,18,Bundesliga,Luxembourg,1. FC Köln,78
Hélder Sá,66,68,41,61,64,62,67,LB,21,Left,18,PKO BP Ekstraklasa,Portugal,Radomiak Radom,80
Gonçalo Silva,66,45,34,50,48,67,69,CB,32,Right,18,Liga Portugal,Portugal,Farense,80
Marcus Olsson,66,70,48,61,65,63,55,LB,35,Left,18,Allsvenskan,Sweden,Halmstads BK,68
Răzvan Onea,66,81,56,56,63,60,69,RB,25,Right,17,SUPERLIGA,Romania,FC Rapid 1923,76
Nicholas Opoku,66,61,37,43,48,65,79,CB,26,Right,19,Ligue 2 BKT,Ghana,Amiens SC,78
Joel Ordoñez,66,63,26,51,52,66,72,CB,19,Right,18,1A Pro League,Ecuador,Club Brugge,70
Roberto Ordóñez,66,46,68,46,61,22,68,ST,38,Right,18,Libertadores,Ecuador,Aucas,85
Charlis Ortiz,66,66,72,44,57,19,61,ST,37,Right,18,Libertadores,Venezuela,Metropolitanos,80
Peter Ouaneh,66,66,30,47,45,65,77,CB,25,Left,18,Ligue 2 BKT,France,Stade Lavallois,80
Aziz Ouattara,66,63,25,54,62,64,73,CDM,22,Right,18,1A Pro League,Côte d'Ivoire,KRC Genk,79
Shady Oukhadda,66,68,34,48,57,63,71,RB,24,Right,18,Serie BKT,Morocco,Modena,80
Alpaslan Öztürk,66,61,53,51,58,62,79,CB,30,Right,18,Trendyol Süper Lig,Turkey,Pendikspor,89
Marlon Pack,66,45,60,65,64,63,72,CDM,32,Right,18,EFL League One,England,Portsmouth,76
Manuel Palacios,66,90,58,58,68,45,73,RW,30,Right,18,CSL,Colombia,Rongcheng FC,75
Cole Palmer,66,74,66,62,70,46,57,CAM,21,Left,18,Premier League,England,Chelsea,74
Radovan Pankov,66,52,27,39,42,67,72,CB,28,Right,18,PKO BP Ekstraklasa,Serbia,Legia Warszawa,83
Alexandru Pantea,66,80,40,60,60,60,67,RB,20,Right,17,SUPERLIGA,Romania,FCSB,71
Sotirios Papagiannopoulos,66,64,39,54,58,62,76,CB,33,Right,18,Allsvenskan,Sweden,AIK,88
Joaquín Papaleo,66,64,66,64,65,40,68,GK,29,Right,18,Sudamericana,Argentina,S. Ameliano,76
Jayson Papeau,66,81,58,59,72,42,76,LW,27,Right,17,SUPERLIGA,France,FC Rapid 1923,79
Merveille Papela,66,67,54,63,71,62,51,CM,22,Right,17,Bundesliga,Germany,1. FSV Mainz 05,70
Park Soo Il,66,75,55,64,66,59,66,RB,27,Right,18,K League 1,Korea Republic,FC Seoul,72
Álex Pastor,66,57,27,52,53,66,69,CB,24,Right,18,LALIGA HYPERMOTION,Spain,FC Andorra,79
Nicola Pavan,66,69,59,65,66,63,71,CM,30,Right,18,Serie BKT,Italy,Cittadella,80
Nehuén Paz,66,33,41,53,51,66,73,CB,30,Left,19,Sudamericana,Argentina,Uni. Católica,90
Daouda Peeters,66,68,49,64,56,62,75,CDM,24,Right,18,Serie BKT,Belgium,Südtirol,75
Mauro Peinipil,66,74,43,58,59,62,62,RB,24,Right,17,LPF,Argentina,Barracas Central,75
Théo Pellenard,66,51,37,62,63,67,66,CB,29,Left,18,Ligue 2 BKT,France,AJ Auxerre,78
Lee Peltier,66,50,36,55,59,67,65,CB,37,Right,17,EFL Championship,England,Rotherham Utd,73
Philipp Pentke,66,65,66,62,67,31,66,GK,38,Right,19,Bundesliga,Germany,1. FC Köln,84
Pietro Perdichizzi,66,64,34,54,53,65,68,CB,30,Left,18,1A Pro League,Belgium,KVC Westerlo,74
Andrés Perea,66,72,50,60,65,64,68,CDM,23,Right,18,MLS,United States,New York City FC,72
Luis Perea,66,51,54,61,64,62,73,CDM,26,Right,19,LALIGA HYPERMOTION,Spain,CD Leganés,83
Daniel Pereira,66,79,53,63,72,58,63,CDM,23,Right,17,MLS,Venezuela,Austin FC,68
Panutche Camará,66,82,60,61,67,62,73,CM,26,Right,18,EFL League One,Guinea-Bissau,Charlton Ath,73
Matheus Pereira,66,76,37,51,66,60,67,LB,22,Left,17,Liga Portugal,Brazil,FC Vizela,67
João Queirós,66,34,34,49,44,66,75,CB,25,Left,19,Liga Portugal,Portugal,GD Chaves,81
Nuno Reis,66,52,45,59,59,66,72,CB,32,Right,17,A-League,Portugal,Melbourne City,73
Rodrigo Pérez,66,72,57,59,65,59,65,CM,27,Right,18,Sudamericana,Uruguay,Defensor,74
Kevin Pérez,66,71,57,59,68,45,43,CAM,26,Right,17,Sudamericana,Colombia,Deportes Tolima,69
Maximiliano Perg,66,40,30,40,42,66,77,CB,32,Right,18,Libertadores,Uruguay,Nacional,80
Manuel Pfeifer,66,69,32,49,58,64,69,LB,24,Left,17,Ö. Bundesliga,Austria,TSV Hartberg,78
Romain Philippoteaux,66,67,65,62,68,42,46,LW,35,Right,17,Hero ISL,France,NorthEast United,67
Killian Phillips,66,56,58,63,63,62,77,CM,21,Right,19,EFL League One,Republic of Ireland,Wycombe,85
Carl Piergianni,66,39,31,41,46,65,83,CB,31,Left,18,EFL League One,England,Stevenage,78
